,Location,Inhabitants,Latitude,Longitude,Postalcodes
2064,Edelsgrub,642.0,47.039625705,15.612519274,8302
2065,Großhart,641.0,47.169927627,15.947924317,"8265,8271,8272,8273"
2066,Semmering,639.0,47.6333333,15.8166667,2680
2067,Nebelberg,638.0,48.6166667,13.85,"4153,4154"
2068,Berghausen,636.0,46.7,15.5917,8461
2069,Unterrabnitz-Schwendgraben,635.0,47.454444,16.376389,7371
2070,Jeging,634.0,48.0490,13.1480,5222
2071,Thurn,631.0,46.85,12.7666667,9900
2072,Abfaltersbach,630.0,46.7566,12.5300,9913
2073,Mühlheim am Inn,628.0,48.2833333,13.2166667,4961
2074,Rauchenwarth,628.0,48.0833333,16.5166667,2320
2075,Dorfstetten,627.0,48.3261,14.9828,4392
2076,Stanz bei Landeck,626.0,47.15,10.55,6500
2077,Göming,625.0,47.95,12.95,5114
2078,Hofkirchen bei Hartberg,625.0,47.230103,15.867508,8224
2079,Pilsbach,624.0,48.0333333,13.6666667,"4800,4840,4841"
2080,Viehhofen,623.0,47.3666667,12.7333333,5752
2081,Sankt Ulrich im Mühlkreis,622.0,48.4666667,14.0333333,"4120,4171,4174"
2082,Reichendorf,621.0,47.188302146,15.751610516,8212
2083,Weilbach,620.0,48.2833333,13.3833333,4984
2084,Sankt Georgen bei Obernberg am Inn,619.0,48.3,13.3666667,"4943,4983,"
2085,Waldkirchen an der Thaya,618.0,48.9333333,15.35,3844
2086,Kaunertal,617.0,47.0333333,10.75,6524
2087,Kleinsölk,614.0,47.394841775,13.938808681,"8961,8962"
2088,Biberwier,614.0,47.3833333,10.9,6633
2089,Ottenthal,613.0,48.7615,16.5780,2163
2090,Gams bei Hieflau,613.0,47.667998900,14.787474105,8922
2091,Weng im Gesäuse,613.0,47.598221013,14.503638001,8913
2092,Ratschendorf,613.0,46.743165905,15.817760609,"8482,8483"
2093,Kirchdorf am Inn,611.0,48.293884,13.280593,"4943,4982"
2094,Übersaxen,609.0,47.25,9.6666667,6830
2095,Mönichkirchen,608.0,47.5130,16.0360,"2872,7421"
2096,Niederwölz,608.0,47.149950471,14.374379680,"8811,8831"
2097,Mitterbach am Erlaufsee,608.0,47.83,15.3,"3223,3224"
2098,Krensdorf,607.0,47.786111,16.414167,7031
2099,Muhr,606.0,47.0980,13.4990,5583
2100,Oberstorcha,606.0,46.966659007,15.785596387,"8324,8341"
2101,Hirschbach,606.0,48.7437,15.1253,3942
2102,Röhrenbach,603.0,48.6560,15.5100,"3592,3593"
2103,Mürzsteg,601.0,47.675617607,15.493264543,"8693,8694"
2104,Baumgarten bei Gnas,601.0,46.919872955,15.763941945,"8083,8341,8342"
2105,Berwang,599.0,47.4080,10.75,"6621,6622"
2106,Iselsberg-Stronach,599.0,46.8357,12.8497,9991
2107,Gutenbrunn,598.0,48.6,15.0833333,3665
2108,Grän,594.0,47.5,10.55,6673
2109,Krakauhintermühlen,594.0,47.189344,13.964311,8854
2110,Leitersdorf im Raabtal,593.0,46.940435706,15.931950275,8330
2111,Karres,591.0,47.2166667,10.7833333,6460
2112,Reuthe,591.0,47.3710,9.8940,6870
2113,Wildalpen,590.0,47.664447752,14.986878801,8924
2114,Sankt Radegund,589.0,48.0960,12.7640,"5121,5122"
2115,Mailberg,589.0,48.6740,16.1833333,2024
2116,Schrems bei Frohnleiten,586.0,47.279140900,15.364485012,8130
2117,Unterstinkenbrunn,586.0,48.6666667,16.3480,2154
2118,Edelstal,585.0,48.0975,16.989167,2413
2119,Leutschach,585.0,46.667335384,15.468147899,8463
2120,Pühret,583.0,48.0333333,13.7166667,"4690,4800"
2121,Lackendorf,582.0,47.589444,16.501111,7321
2122,Sankt Oswald ob Eibiswald,581.0,46.707573398,15.145063461,8553
2123,Überackern,580.0,48.1833333,12.8666667,5122
2124,Arzberg,578.0,47.248509985,15.518742999,8162
2125,Raabau,577.0,46.961636381,15.913012972,8330
2126,Wippenham,577.0,48.2166667,13.3833333,4942
2127,Otterthal,573.0,47.6230,15.9450,2880
2128,Gries im Sellrain,573.0,47.2,11.15,6182
2129,Maierdorf,568.0,46.890950599,15.851073407,8342
2130,Hundsheim,567.0,48.1180,16.9333333,2405
2131,Buch,567.0,47.4830556,9.8166667,6960
2132,Trattenbach,563.0,47.6,15.8666667,2881
2133,Raasdorf,562.0,48.2470,16.5640,2281
2134,Sankt Georgen am Reith,561.0,47.8400,14.8780,3344
2135,Haigermoos,560.0,48.0333333,12.8833333,"5120,5121,5131"
2136,Puchegg,559.0,47.3833333,15.9,8250
2137,Kohlberg,558.0,46.907514399,15.795477852,"8341,8342"
2138,Lessach,558.0,47.1833333,13.8166667,5580
2139,Deutsch Jahrndorf,555.0,48.011667,17.105556,2423
2140,Niederöblarn,553.0,47.475984703,14.020102233,8960
2141,Mils bei Imst,551.0,47.2,10.6666667,6491
2142,Forstau,550.0,47.3666667,13.5333333,5550
2143,Weißenbach an der Enns,550.0,47.705616655,14.630453803,"8932,8933,8934"
2144,Gallzein,548.0,47.3666667,11.7666667,6200
2145,Schönegg,548.0,48.5833333,14.2,"4184,4191"
2146,Lichtenau im Mühlkreis,546.0,48.5833333,14.0333333,4170
2147,Geiersberg,544.0,48.2,13.5833333,"4680,4922"
2148,Frannach,543.0,46.910732949,15.634398218,8081
2149,Ladis,542.0,47.0666667,10.6333333,6531
2150,Graden,541.0,47.131682317,15.034427382,"8580,8592,8593"
2151,Pötting,541.0,48.2833333,13.7666667,4720
2152,Auberg,541.0,48.5333333,14.05,"4170,4171"
2153,Vals,541.0,47.0333,11.5667,6154
2154,Neustift bei Güssing,540.0,47.025,16.26444,7540
2155,Pusterwald,540.0,47.308411137,14.374623532,8764
2156,Sankt Oswald bei Haslach,538.0,48.6166667,14.0333333,4170
2157,Stallhof,537.0,46.893845710,15.277150374,8510
2158,Bürserberg,536.0,47.1497222,9.7666667,6707
2159,Möggers,536.0,47.5666667,9.8166667,6900
2160,Kaisersdorf,531.0,47.534167,16.395833,7342
2161,Hohentauern,531.0,47.433833753,14.483219328,8785
2162,Sankt Johann am Tauern,530.0,47.358220966,14.468546196,8765
2163,Heiterwang,528.0,47.45,10.75,6611
2164,Tobadill,526.0,47.1166667,10.5166667,"6551,6553"
2165,Muggendorf,524.0,47.9,15.9333333,2763
2166,Auerbach,521.0,48.0644,13.1090,"5143,5222,5230"
2167,Stenzengreith,520.0,47.205042,15.529669,"8061,8062,8160"
2168,Sankt Ruprecht - Falkendorf,520.0,47.1,14.0166667,8862
2169,Pitzenberg,518.0,48.0666667,13.7166667,4690
2170,Großsölk,517.0,47.407697000,13.970296309,8961
2171,Michaelerberg,516.0,47.4108333,13.8933333,"8962,8965"
2172,Etmißl,514.0,47.515888287,15.173114015,8622
2173,Haugschlag,507.0,48.9980,15.0580,3874
2174,Sankt Nikolai im Sölktal,504.0,47.318969954,14.046750873,8961
2175,Stolzalpe,504.0,47.120758717,14.190057568,"8850,8852"
2176,Unterauersbach,503.0,46.865914506,15.770676483,8342
2177,Schlaiten,502.0,46.8666667,12.65,9951
2178,Prigglitz,502.0,47.7,15.9166667,2640
2179,Untertauern,500.0,47.3040,13.5080,"5550,5562"
2180,Tulwitz,499.0,47.269831364,15.461597426,"8162,8163"
2181,Gößnitz,496.0,47.049971986,15.024274707,"8580,8583,8591"
2182,Stein,495.0,47.000737103,16.083907337,8282
2183,Pack,494.0,46.977841830,14.984963676,"8583,9451"
2184,Neudorf bei Passail,494.0,47.255142,15.466067,"8102,8162"
2185,Rohr im Gebirge,492.0,47.8833333,15.7333333,2663
2186,Ahorn,491.0,48.5333333,14.1666667,"4182,4183,4184"
2187,Potzneusiedl,490.0,48.045278,16.946944,2473
2188,Oberrettenbach,488.0,47.15,15.8,"8211,8212,8261"
2189,Schnepfau,488.0,47.35,9.95,"6881,6882"
2190,Bierbaum am Auersbach,484.0,46.829436144,15.793120625,8093
2191,Kulm bei Weiz,483.0,47.21,15.758967,"8182,8212,8222"
2192,Haslau bei Birkfeld,482.0,47.3666667,15.5666667,"8172,8190"
2193,Aichkirchen,481.0,48.1,13.7833333,4671
2194,Holzgau,481.0,47.25956,10.34361,6654
2195,Wörterberg,478.0,47.2225,16.0975,8293
2196,Atzesberg,475.0,48.5,13.9166667,"4134,4152"
2197,Ottenschlag im Mühlkreis,468.0,48.4666667,14.3666667,4204
2198,Oberschlierbach,468.0,47.9333333,14.1666667,"4553,4560,4592"
2199,Kauns,465.0,47.0833333,10.6833333,6522
2200,Falkenstein,462.0,48.7227,16.5850,2162
2201,Redleiten,462.0,48.0666667,13.55,4873
2202,Rauchwart im Burgenland,460.0,47.134722,16.231389,7535
2203,Sankt Thomas,457.0,48.2833333,13.8666667,4732
2204,Rohrberg,454.0,47.2333333,11.9,6280
2205,Schönberg-Lachtal,451.0,47.197206,14.35,8831
2206,Hintersee,451.0,47.7,13.2833333,5324
2207,Mitterlabill,450.0,46.890316996,15.636321112,"8413,8421"
2208,Rettenschöss,448.0,47.65,12.2666667,6342
2209,Sankt Anna am Lavantegg,443.0,47.039544,14.687217,"8742,9463"
2210,Edelstauden,443.0,46.979148124,15.624940097,8081
2211,Nesselwängle,442.0,47.4833333,10.6166667,6672
2212,Rattenberg,440.0,47.4333333,11.9,6240
2213,Fontanella,437.0,47.2480,9.9090,6733
2214,Gschnitz,437.0,47.05,11.3667,6150
2215,Moschendorf,435.0,47.056389,16.4775,7540
2216,Afiesl,433.0,48.5792,14.1375,"4170,4184"
2217,Pinswang,432.0,47.5333333,10.6666667,6600
2218,Gerlosberg,432.0,47.2167,11.9333,6280
2219,Mühlgraben,427.0,46.8875,16.039725,8385
2220,Retznei,426.0,46.737019313,15.568426420,8461
2221,Palfau,421.0,47.710058081,14.803223217,8923
2222,Schwarzenbach an der Pielach,421.0,47.9470,15.3820,3212
2223,Gundersdorf,417.0,46.945300007,15.235251339,8511
2224,Schattwald,417.0,47.5166667,10.45,6677
2225,Hörbich,415.0,48.5166667,13.9166667,"4121,4132,4134,4152"
2226,Soboth,413.0,46.681686031,15.074535384,"8553,8554"
2227,Sankt Georgen am Fillmannsbach,412.0,48.1260,13.0170,5144
2228,Reifling,412.0,47.1333333,14.6666667,8750
2229,Trahütten,412.0,46.824340055,15.152618763,8530
2230,Wörth an der Lafnitz,411.0,47.212713670,16.080205466,8293
2231,Tweng,411.0,47.1833333,13.6,"5562,5563"
2232,Stanzach,408.0,47.3833333,10.5666667,6642
2233,Krusdorf,407.0,46.838792612,15.862979531,"8342,8343,8345"
2234,Dietersdorf am Gnasbach,405.0,46.809607954,15.812034280,"8093,8342"
2235,Ratsch an der Weinstraße,405.0,46.687258350,15.570010007,8461
2236,Sankt Wolfgang-Kienberg,405.0,47.097221686,14.634331492,8742
2237,Sibratsgfäll,403.0,47.4266667,10.0380556,6952
2238,Mannsdorf an der Donau,403.0,48.1533,16.6600,2304
2239,Gschnaidt,401.0,47.136628,15.185372,"8103,8114,8153"
2240,Elmen,396.0,47.3333333,10.5333333,6644
2241,Sankt Pankraz,394.0,47.75,14.2,"4572,4580"
2242,Rohr im Burgenland,393.0,47.118889,16.164445,7551
2243,Viktorsberg,389.0,47.2997222,9.6666667,"6832,6836"
2244,Sankt Gerold,388.0,47.2166667,9.8166667,6722
2245,Piberegg,388.0,47.094953482,15.116026452,"8572,8580,8593"
2246,Weißbach bei Lofer,387.0,47.52,12.7530,5093
2247,Treglwang,385.0,47.475772551,14.592750597,"8781,8782"
2248,Großstübing,384.0,47.1920,15.2350,"8114,8124"
2249,Bärnkopf,384.0,48.4,15.0,"3633,3665"
2250,Eichenberg,383.0,47.5333333,9.7833333,6911
2251,Schrattenbach,382.0,47.781058,15.997197,2733
2252,Loretto,380.0,47.914724,16.515833,2443
2253,Sankt Corona am Wechsel,380.0,47.5833333,16.0,"2870,2880"
2254,Düns,379.0,47.2166667,9.7166667,6822
2255,Preßguts,379.0,47.171234634,15.737304090,"8181,8211"
2256,Grabersdorf,375.0,46.843406843,15.823084224,8342
2257,Sankt Veit im Innkreis,375.0,48.2166667,13.2833333,5273
2258,Perlsdorf,374.0,46.914524828,15.815747949,"8341,8342"
2259,Ganz,374.0,47.581249940,15.679182189,8680
2260,Weingraben,374.0,47.514167,16.3625,7372
2261,Musau,373.0,47.5333333,10.6666667,6600
2262,Kulm am Zirbitz,373.0,47.059125,14.487144,"8820,8822"
2263,Kaibing,370.0,47.197743341,15.841243275,"8221,8222"
2264,Göriach,362.0,47.1666667,13.7666667,5571
2265,Obernberg am Brenner,359.0,47.0167,11.4167,6156
2266,Hackerberg,354.0,47.196389,16.106944,8292
2267,Breitenstein,353.0,47.6590,15.8210,"2641,2673"
2268,Buchbach,352.0,47.6970,15.9833333,"2630,2640"
2269,Amlach,351.0,46.8140,12.7610,9900
2270,Brandberg,349.0,47.1666667,11.9,6290
2271,Altenberg an der Rax,349.0,47.677576052,15.644220067,"8691,8692,8694"
2272,Donnersbachwald,347.0,47.383492447,14.116455858,8953
2273,Gressenberg,342.0,46.8,15.1166667,"8530,8541"
2274,Kaunerberg,342.0,47.0833333,10.7090,6522
2275,Thomatal,341.0,47.0666667,13.75,"5591,9862"
2276,Halltal,341.0,47.760421928,15.374533754,"8630,8632"
2277,Limbach bei Neudau,341.0,47.184225,16.053436,"8271,8292"
2278,Sankt Johann bei Herberstein,340.0,47.214586349,15.819589488,8222
2279,Salla,339.0,47.108311653,14.972635980,8592
2280,Gallmannsegg,337.0,47.1833333,15.0666667,8573
2281,Bretstein,336.0,47.345785558,14.400696004,8763
2282,Blons,335.0,47.2166667,9.8166667,6723
2283,Puchenstuben,334.0,47.9280,15.2870,"3214,3221,3223"
2284,Damüls,333.0,47.2833333,9.8833333,6884
2285,Badersdorf,331.0,47.195833,16.373056,7512
2286,Weißpriach,330.0,47.1333333,13.7333333,5571
2287,Bildein,327.0,47.134166,16.466111,7521
2288,Jungholz,327.0,47.5833333,10.45,6691
2289,Dürnstein in der Steiermark,327.0,47.002916637,14.397359412,"9323,9360"
2290,Inzenhof,317.0,47.0125,16.317224,7540
2291,Altendorf,313.0,47.6590,16.0150,"2632,2640"
2292,Krakauschatten,311.0,47.182739,13.962233,8854
2293,Sankt Johann im Walde,310.0,46.9,12.6166667,9951
2294,Perchau am Sattel,308.0,47.108513479,14.456750339,8820
2295,Siegersdorf bei Herberstein,304.0,47.212495361,15.785489653,8222
2296,Hainsdorf im Schwarzautal,301.0,46.834223746,15.638925661,8421
2297,Raach am Hochgebirge,299.0,47.6333333,15.9333333,2640
2298,Mörschwang,296.0,48.303754,13.365523,"4973,4982,4984"
2299,Schandorf,296.0,47.2425,16.418056,7472
2300,Garanas,296.0,46.7666667,15.1166667,"8530,8541"
2301,Trössing,295.0,46.824480169,15.823083295,"8342,8345"
2302,Mariastein,293.0,47.5333333,12.05,6322
2303,Röns,292.0,47.2166667,9.7,"6822,6824"
2304,Sankt Ilgen,290.0,47.545692945,15.166150667,8621
2305,Aug-Radisch,289.0,46.845128,15.793981,8342
2306,Steinberg am Rofan,286.0,47.5166667,11.8,6215
2307,Forchach,285.0,47.4166667,10.5833333,6671
2308,Lorüns,284.0,47.1330556,9.85,6700
2309,Oppenberg,280.0,47.488664566,14.275014599,8786
2310,Vorderhornbach,278.0,47.3666667,10.5333333,6642
2311,Faggen,277.0,47.0833333,10.6666667,6522
2312,Gössenberg,275.0,47.406920063,13.826403647,"8965,8966,8967"
2313,Mayrhof,273.0,48.3430,13.5120,"4772,4773"
2314,Lavant,271.0,46.7988889,12.8380556,9900
2315,Fendels,269.0,47.05,10.6666667,6522
2316,Untertilliach,268.0,46.7,12.6833333,9942
2317,Stallehr,266.0,47.1330556,9.85,6700
2318,Großmürbisch,263.0,47.016389,16.360833,7540
2319,Kleinmürbisch,258.0,47.033889,16.324445,7540
2320,Heugraben,245.0,47.118889,16.191112,7551
2321,Röthelstein,242.0,47.308102488,15.366824057,8131
2322,Zöblen,238.0,47.5,10.4833333,6677
2323,Schröcken,237.0,47.2570,10.0920,6888
2324,Glinzendorf,236.0,48.2470,16.6400,2282
2325,Glojach,236.0,46.872946288,15.682556754,8421
2326,Rutzenham,234.0,48.05,13.7166667,4690
2327,Modriach,234.0,46.958417731,15.060478099,8583
2328,Zeutschach,229.0,47.071196778,14.367499026,8820
2329,Kloster,218.0,46.885769,15.099425,8530
2330,Breitenfeld am Tannenriegel,206.0,46.849450675,15.630258706,8421
2331,Sankt Sigmund im Sellrain,201.0,47.2,11.1,6182
2332,Reisstraße,192.0,47.1166667,14.8833333,8741
2334,Aderklaa,185.0,48.2833333,16.5333333,2232
2335,Unterperfuss,183.0,47.2666667,11.25,6175
2336,Flatschach,183.0,47.215312003,14.753654616,8720
2337,Rinegg,175.0,47.154221051,14.134683903,"8844,8853"
2338,Frauenberg,174.0,47.444836504,15.359887312,"8600,8641"
2339,Bürg-Vöstenhof,170.0,47.7167,15.975,2630
2340,Johnsbach,158.0,47.527686963,14.616402694,8912
2341,Tyrnau,156.0,47.312268972,15.415150658,"8130,8163"
2342,Osterwitz,155.0,46.859912764,15.090787284,8530
2343,Sulztal an der Weinstraße,150.0,46.676152159,15.549078702,8461
2344,Triebendorf,147.0,47.129948262,14.236925101,"8842,8850"
2345,Parbasdorf,146.0,48.2800,16.5900,2232
2346,Spiss,145.0,46.95,10.4333333,6542
2347,Dünserberg,144.0,47.2330556,9.7166667,6822
2348,Freiland bei Deutschlandsberg,140.0,46.847549285,15.141264574,"8524,8530"
2349,Pfafflar,135.0,47.2830,10.6166,6644
2350,Andlersdorf,119.0,48.18,16.6666667,2301
2351,Namlos,103.0,47.35,10.6666667,6622
2352,Hinterhornbach,93.0,47.35,10.45,6642
2353,Großhofen,88.0,48.2590,16.6200,2282
2354,Kaisers,87.0,47.2160,10.3,6655
2355,Tschanigraben,72.0,47.006667,16.305278,7540
2356,Gramais,62.0,47.2666667,10.5333333,6651
2357,Falkendorf,,47.098871336,14.000775895,8862
2358,Sankt Ruprecht ob Murau,,47.111278539,14.025000172,8862
